"Time"	bolA	ompR	csgD	rstA	rcsB	rcsA	flhD	hdfR	flhC	qseB	lrhA	gadE	ydeO	evgA	gadW	gadX	rutR	nemR	torR	phoP	mdtE	mdtF	csgF	csgE	csgG	hdeA	hdeB	yhiD	gadA	gadB	gadC	sra	flgH	fliM	ppdA	flgM	fliT	fliF	osmB	fliK	wcaB	ygdB	gltJ	flgA	flgE	wzb	fliJ	flgG	wzc	wcaA	fliQ	fliE	fliG	recC	flgC	fliO	flgD	ygbK	fliR	fliN	yhjH	fliP	gltI	flgF
180	0,3495021	0,9455526	0,2968752	0,0439875	0,3716179	0,9610665	0,1581683	0,1610254	0,0384302	0,0534469	0,6595607	0,0791520	0,0527232	0,0066614	0,4008393	0,2455094	0,4710905	0,9561546	0,4533181	0,1544494	0,8237540	0,0040135	0,0000000	0,5924148	0,8963374	0,7017299	0,1733977	0,9279221	0,2237941	0,1066414	0,2992211	0,5779915	0,6810324	0,0452293	0,0310664	0,0365331	0,0497717	0,2333782	0,9825547	0,4265636	0,6917830	0,2935551	0,0010271	0,0117282	0,9365625	0,8896578	0,1490677	0,7083207	0,8155374	0,9527329	0,8548683	0,0178845	0,2199880	0,0175202	0,4055590	0,0073193	0,7502800	0,7102983	0,7853436	0,0819973	0,9171196	0,1139677	0,0252974	0,0578124
200	0,3679365	1,0141281	0,3465514	0,0283648	0,3088687	1,0129886	0,1811637	0,1429016	0,0581555	0,0392121	0,7249626	0,0829346	0,0571898	0,0051941	0,4530162	0,2414156	0,4438737	0,9445609	0,4927766	0,1473089	0,8635136	0,0023006	0,0065017	0,5929797	0,9779639	0,7202951	0,1825044	0,8538906	0,2201334	0,1078501	0,3393567	0,6085713	0,7386864	0,0549138	0,0353181	0,0260069	0,0583098	0,2262180	1,0003240	0,4392482	0,7058552	0,2386666	0,0007436	0,0089211	0,8490223	0,8454133	0,1573723	0,7227152	0,7898410	0,8117383	0,9079395	0,0206746	0,2173320	0,0306124	0,3741613	0,0073462	0,7546827	0,7496087	0,7560115	0,0676747	0,9121710	0,1058490	0,0228217	0,0611677
220	0,3364934	1,0505530	0,4131835	0,0374326	0,3231264	0,9439597	0,1816952	0,1172026	0,0667666	0,0309978	0,7885245	0,1018706	0,0666403	0,0099518	0,4558896	0,2252602	0,4497907	0,9138476	0,5853036	0,1153218	0,8023819	0,0048927	0,0132745	0,5956508	1,0195008	0,6735419	0,1992202	0,9277586	0,2380350	0,1015237	0,3309710	0,6152592	0,6917190	0,0595811	0,0228462	0,0160100	0,0608825	0,2582334	0,8985751	0,4893859	0,6438216	0,2166992	0,0018272	0,0092382	0,9363764	0,8016768	0,1562703	0,7414027	0,6456529	0,7613835	0,9156722	0,0178111	0,2649614	0,0417877	0,3858119	0,0103967	0,7777739	0,7124570	0,8257309	0,1059903	0,9665772	0,1001461	0,0318793	0,0926828
240	0,3385930	1,0359308	0,4825814	0,0420412	0,3064941	0,8741774	0,2223676	0,1105820	0,0568651	0,0427581	0,8359761	0,1003156	0,0692016	0,0088452	0,4911634	0,2093790	0,4379338	0,9540530	0,5479845	0,0944110	0,8751310	0,0054704	0,0177171	0,6551772	1,0373960	0,6643829	0,2138334	0,9111981	0,2160693	0,1125586	0,3536163	0,6101323	0,7332957	0,0885426	0,0270555	0,0181665	0,0611001	0,2473101	0,9513033	0,4551222	0,7097543	0,2472260	0,0003863	0,0057676	0,9394307	0,8552201	0,1602854	0,7380313	0,5958951	0,7278911	0,9774886	0,0079757	0,1923543	0,0491096	0,3505513	0,0141951	0,7759557	0,8269574	0,8554695	0,0907933	0,9228365	0,1075797	0,0231679	0,0691795
260	0,3761518	0,9627720	0,5372247	0,0450218	0,3384834	0,9375881	0,2223687	0,1326196	0,0780856	0,0311358	0,7944599	0,0907614	0,0594913	0,0055979	0,4510206	0,2141902	0,4514679	0,9281539	0,4953746	0,1363054	0,8998655	0,0119475	0,0256410	0,6493908	1,0636755	0,6606858	0,1777417	0,9879428	0,2083350	0,1124627	0,3475564	0,6050161	0,8492641	0,0876270	0,0201369	0,0089121	0,0639558	0,2527390	0,9233331	0,4831764	0,6676744	0,2587525	0,0036821	0,0084997	0,9438116	0,9207854	0,1635139	0,7782753	0,5888045	0,7472627	0,9322323	0,0083239	0,2462811	0,0519972	0,3611727	0,0039464	0,7327635	0,8063779	0,9571782	0,1177653	0,8818717	0,1280354	0,0359360	0,0755506
280	0,3687716	0,9644193	0,6010403	0,0399233	0,3262359	0,9376274	0,2343266	0,1086483	0,1068001	0,0324749	0,7814452	0,1130374	0,0654135	0,0087334	0,3973776	0,2028430	0,4086541	0,8709372	0,4667370	0,1307789	0,8895844	0,0155463	0,0629113	0,6671732	1,0943983	0,6186152	0,1579422	0,9895648	0,2034259	0,1103282	0,3463473	0,5969024	0,7928775	0,1151554	0,0176382	0,0141204	0,0596220	0,2862515	0,9679747	0,6043718	0,6569534	0,2912261	0,0031782	0,0238793	0,8335360	0,9640471	0,1660763	0,7725550	0,6226477	0,7549618	0,9612351	0,0129060	0,2991015	0,0371096	0,3435016	0,0016540	0,7813058	0,9495966	1,0329983	0,1555063	0,9363758	0,1304811	0,0186094	0,0848587
300	0,3476692	0,9713768	0,5831599	0,0367525	0,3265127	0,9984472	0,2291131	0,0948204	0,1196204	0,0355592	0,8220200	0,0916558	0,0943485	0,0072178	0,4199238	0,2170106	0,4572184	0,8878299	0,4759435	0,1394482	0,8984334	0,0127692	0,0776883	0,6015658	1,0626238	0,6819783	0,1630098	0,9922105	0,2394546	0,1216419	0,3725921	0,5638640	0,7054915	0,1179961	0,0119640	0,0184631	0,0574698	0,3060024	1,0230450	0,6598443	0,6428430	0,3515418	0,0021445	0,0397794	0,7852813	0,9814933	0,1614769	0,7846113	0,6708300	0,7383945	0,8904189	0,0158066	0,2965851	0,0426423	0,4052747	0,0057148	0,8069258	0,9788908	1,0199315	0,1636098	0,8728709	0,1567830	0,0190731	0,0862106
320	0,3597688	0,9405989	0,6795410	0,0297694	0,3132322	0,9715890	0,2170288	0,0856949	0,1306512	0,0476831	0,8610343	0,0936483	0,0915448	0,0069859	0,4845896	0,2400261	0,4406785	0,9163036	0,4929788	0,1168751	0,9289623	0,0073798	0,1186815	0,6140446	1,1195409	0,6022332	0,1848259	0,9483182	0,2515579	0,0982497	0,3711620	0,5419188	0,7122862	0,1320402	0,0098743	0,0208497	0,0492805	0,2705368	0,9922386	0,6079041	0,6238308	0,4320585	0,0008765	0,0473928	0,8527227	1,0146488	0,1881214	0,7416707	0,6948995	0,7212744	1,0136153	0,0179174	0,2864842	0,0268931	0,4050054	0,0068668	0,7851174	0,9342881	0,9565321	0,1818331	0,9033929	0,1508282	0,0266943	0,0872004
340	0,3275967	0,9241547	0,7095026	0,0280015	0,3019598	0,8773528	0,2335520	0,0756631	0,1157343	0,0625442	0,8487832	0,1098109	0,0927879	0,0035787	0,4470071	0,2230096	0,4564374	0,9727251	0,4787822	0,1430630	0,9432964	0,0127358	0,1512210	0,5819273	1,0512274	0,5796650	0,2204354	0,9118814	0,2618336	0,1016981	0,3722855	0,5245590	0,7468362	0,1188998	0,0151846	0,0325952	0,0409620	0,2478101	1,0174916	0,6042967	0,5613330	0,4423025	0,0002366	0,0727424	0,8135344	1,0437536	0,1547873	0,8300558	0,6720744	0,7035088	1,0064836	0,0194490	0,3020024	0,0445823	0,3966985	0,0104514	0,7262176	0,9054777	0,9258730	0,2048410	0,9293100	0,1413679	0,0376687	0,0947895
360	0,2907229	1,0083634	0,7233618	0,0315251	0,3292648	0,9159776	0,2217851	0,0816836	0,1108724	0,0358435	0,8522544	0,1124197	0,0996693	0,0034970	0,4307658	0,1970229	0,4158200	0,9719680	0,5144635	0,1530196	0,9329334	0,0080137	0,2004168	0,5908843	1,0101437	0,5641301	0,2007377	1,0306357	0,2495666	0,0968254	0,3019731	0,5238838	0,7527942	0,1312729	0,0265268	0,0610770	0,0399289	0,2483469	0,9847729	0,6038729	0,5256036	0,5338881	0,0003043	0,0870983	0,8952783	1,0221428	0,1461517	0,8164278	0,6539851	0,7311497	0,9964060	0,0220159	0,2983364	0,0853615	0,2981015	0,0137678	0,7121788	0,9072023	0,9097777	0,1832978	0,9570360	0,1278411	0,0224989	0,0928122
380	0,2314709	1,0060717	0,7363969	0,0456040	0,3134648	0,9285316	0,2271298	0,0753745	0,1355819	0,0279418	0,8897411	0,0958216	0,1069400	0,0071336	0,4032480	0,1841419	0,3654284	0,9404383	0,5495749	0,1276769	0,9407708	0,0161644	0,2228771	0,6366268	1,0360928	0,6195714	0,1945932	1,0605330	0,2714820	0,1016597	0,3527766	0,5646219	0,8237347	0,1599849	0,0269550	0,0456196	0,0324920	0,3095844	0,9827018	0,6640926	0,5719854	0,5442361	0,0014000	0,1033456	0,8204115	0,9642092	0,1772752	0,8272777	0,6805417	0,7187065	0,9958990	0,0260090	0,2784593	0,0915380	0,2923840	0,0105169	0,8197540	0,9994745	0,8844235	0,2224729	0,9876892	0,1283137	0,0175029	0,1100234
400	0,2427274	1,0014855	0,7231159	0,0593175	0,3006683	0,8901141	0,2071225	0,0785050	0,1291142	0,0414563	0,8530911	0,0955684	0,0945997	0,0075448	0,4067580	0,2262513	0,3927480	0,9752899	0,5227772	0,1131581	0,9165060	0,0118390	0,3321966	0,6136571	1,0858628	0,5923514	0,2072375	1,0662579	0,2762927	0,0973572	0,4107459	0,5662976	0,8299671	0,1756601	0,0230482	0,0389547	0,0365481	0,2965327	1,0198837	0,6633457	0,5585052	0,6225512	0,0011182	0,1293514	0,8115317	0,9347600	0,1878530	0,8317341	0,6840807	0,6817663	0,9717028	0,0239863	0,3070686	0,1308956	0,3165057	0,0060244	0,8658137	1,0083843	0,9657123	0,1904790	1,0220115	0,1606552	0,0220590	0,0907393
420	0,2437497	0,9260526	0,7520377	0,0621137	0,3513741	0,9650103	0,2328604	0,0759770	0,1057551	0,0468155	0,8918606	0,0757104	0,1035998	0,0067119	0,4140999	0,2183540	0,4079236	0,9895581	0,4864395	0,1263787	0,9458501	0,0130918	0,3587892	0,5769924	1,0299762	0,6138180	0,1969156	1,0016868	0,2653034	0,0996454	0,4493267	0,5869162	0,8582937	0,2097293	0,0219628	0,0430633	0,0532151	0,2561543	0,9854544	0,6948256	0,5537448	0,7102503	0,0005153	0,1170444	0,8256967	0,9559076	0,2022504	0,8694066	0,6355017	0,6656518	0,9742216	0,0302028	0,3017841	0,1038800	0,3727716	0,0123585	0,8630815	0,8703652	0,9515474	0,2184311	1,0837211	0,1336651	0,0241770	0,0813310
440	0,2576340	0,8865412	0,7813232	0,0561729	0,3598905	0,9601736	0,2321703	0,0715300	0,1149843	0,0687915	0,8972349	0,0655349	0,0775519	0,0074288	0,4125124	0,2542535	0,4443226	1,0124019	0,4938027	0,1283131	0,9412409	0,0100544	0,3758610	0,5900147	1,0336282	0,5891483	0,1889560	1,0138815	0,2508458	0,0947297	0,4202647	0,5662985	0,8148272	0,1837443	0,0218899	0,0263096	0,0674113	0,2833627	0,9508926	0,6780319	0,5899096	0,7495183	0,0003685	0,0955244	0,8492429	0,9286968	0,2500853	0,8100164	0,6417319	0,7317638	0,9214733	0,0363391	0,2787897	0,0882190	0,3096024	0,0161485	0,8375855	0,9661268	1,0197004	0,2361095	1,0236071	0,1312334	0,0260696	0,1041588
460	0,2698891	0,9270927	0,8249131	0,0491787	0,2739969	0,9723182	0,2240753	0,0804075	0,1078732	0,0663408	0,8967415	0,0808743	0,0586229	0,0043902	0,3904113	0,2463717	0,4579719	1,0060035	0,4679548	0,1373297	0,9745058	0,0079585	0,4402215	0,5791640	0,9831381	0,5879605	0,1707706	1,0038725	0,2373136	0,0809064	0,4246146	0,5911687	0,8100706	0,2163309	0,0185233	0,0346206	0,0748217	0,2990757	0,9536157	0,7214057	0,5795783	0,7654519	0,0000000	0,1052983	0,8457275	0,9977716	0,2426125	0,8480355	0,6345316	0,7709613	0,9706367	0,0284137	0,2664217	0,0739136	0,3304148	0,0100083	0,8074930	0,9683205	1,0030769	0,1906139	0,9496256	0,1525010	0,0288236	0,0755696
480	0,2674147	0,9014804	0,8109777	0,0621696	0,2968579	0,9097441	0,2388604	0,0828589	0,0880441	0,0476082	0,9835086	0,1163348	0,0661819	0,0002793	0,3705327	0,2131203	0,4706779	1,0231514	0,4833936	0,1356287	0,9031416	0,0072063	0,4798100	0,6003288	0,9734956	0,5761431	0,1891725	1,0103552	0,2405096	0,0969838	0,4354729	0,5976842	0,8359083	0,2232436	0,0078759	0,0220553	0,0685797	0,3257037	1,0885208	0,6979259	0,6020350	0,8215161	0,0030142	0,1328830	0,8854133	0,9867854	0,1800623	0,7456919	0,6390661	0,7602498	0,9235418	0,0282540	0,2914106	0,0838166	0,3949160	0,0196495	0,7908469	0,9424999	0,9965850	0,1515907	0,9610948	0,1343879	0,0402394	0,0709628
500	0,2568877	0,9185025	0,8555534	0,0538376	0,2986045	0,8625951	0,2443495	0,0878376	0,1078349	0,0357750	1,0060463	0,1060125	0,0719626	0,0101488	0,3676089	0,2044050	0,4443005	0,9649960	0,4808398	0,1484582	0,8437832	0,0033439	0,4611289	0,6521371	0,9986226	0,5606550	0,1691713	0,9811980	0,2333848	0,1186103	0,3803941	0,6289234	0,8351787	0,2583109	0,0043010	0,0194205	0,0507481	0,3131506	1,0345069	0,7439632	0,6115404	0,7979986	0,0045624	0,1098374	0,9096521	0,9445485	0,1893054	0,7896522	0,6121359	0,7864428	0,9059314	0,0159468	0,3130811	0,0830987	0,3360296	0,0217864	0,7513206	1,0959884	1,0262631	0,1841527	0,9521138	0,1392023	0,0516505	0,0974920
520	0,2935605	0,9258635	0,8148880	0,0398440	0,2836550	0,8790008	0,2180442	0,1013973	0,1050300	0,0336464	1,0238083	0,0816681	0,0977288	0,0085100	0,3985933	0,1813676	0,4710125	0,9164810	0,4802722	0,1416839	0,8863743	0,0031097	0,4618489	0,6758773	1,0067769	0,5712417	0,1795005	1,0121524	0,2447214	0,1174713	0,4163600	0,6074815	0,8169818	0,2480712	0,0083679	0,0396648	0,0480569	0,3344666	1,0874433	0,7853374	0,6261245	0,8167282	0,0016953	0,0995807	0,8567714	0,9183068	0,1869430	0,7703833	0,5944936	0,7794288	1,0016474	0,0115442	0,3051309	0,0701063	0,3509080	0,0232944	0,7853296	0,9310423	1,0722863	0,1905998	0,9663360	0,1239399	0,0532991	0,0840465
540	0,2964629	0,9839025	0,8148172	0,0420913	0,3258778	0,9373640	0,2018735	0,0799865	0,1001339	0,0429094	0,9569043	0,0984842	0,0959477	0,0061907	0,3904382	0,2152175	0,4328934	0,9053782	0,4689655	0,1257409	0,8623504	0,0054893	0,5014861	0,6235480	1,0109824	0,5655675	0,2098127	1,0199059	0,2289173	0,1171375	0,4487180	0,5820708	0,7836421	0,2333895	0,0186693	0,0489083	0,0596342	0,2920881	1,0846151	0,7266242	0,5891846	0,7972967	0,0044456	0,1260218	0,8783375	1,0649644	0,2054807	0,8153965	0,6626007	0,7360416	1,0133080	0,0166371	0,3227131	0,0641051	0,3536232	0,0242643	0,7948235	0,8576202	1,0793414	0,2295912	1,0210779	0,1122447	0,0359327	0,1069888
560	0,2885941	1,0371334	0,7928636	0,0468748	0,3511067	0,8822775	0,2003958	0,0861451	0,1073673	0,0371784	0,9177525	0,0914371	0,0877892	0,0076571	0,4032260	0,2004264	0,4846233	0,8992457	0,5052401	0,1193233	0,8909975	0,0018262	0,5066592	0,6631141	1,0286499	0,5755666	0,2249558	1,0536290	0,2077315	0,0991381	0,4208072	0,5801532	0,8137397	0,2275055	0,0244593	0,0374555	0,0649602	0,2575061	0,9866187	0,7120463	0,5758231	0,7513174	0,0032693	0,1321729	0,8923270	1,0720414	0,1955703	0,8471306	0,6870468	0,6985754	1,0300149	0,0215750	0,3265249	0,0754590	0,2738448	0,0190281	0,7379693	0,9066777	1,0423180	0,1823644	1,0988563	0,1279894	0,0403657	0,1217348
580	0,3468149	1,0317105	0,7603787	0,0404225	0,4578965	0,8542325	0,2119634	0,1556873	0,1101135	0,0579108	0,9961135	0,0893804	0,1085622	0,0090628	0,5068937	0,2044731	0,4819076	1,0086136	0,4932367	0,1277604	0,8530837	0,0053918	0,5260025	0,6836609	0,9374222	0,6115514	0,1955691	1,0611031	0,1900035	0,0818459	0,3831962	0,5821076	0,7638712	0,1920023	0,0196685	0,0240291	0,0546469	0,2487394	1,0159882	0,6739575	0,5504244	0,7498359	0,0006374	0,1092161	0,8604552	1,0662599	0,1836277	0,8431156	0,6553445	0,6764463	1,0122958	0,0196330	0,2499282	0,0739954	0,2262105	0,0192981	0,6724167	0,9039387	0,9696060	0,1703852	1,0035796	0,1433103	0,0386229	0,1217250
600	0,3578194	1,1062435	0,7286539	0,0324934	0,4940475	0,8725898	0,2011233	0,3296157	0,0863420	0,0682258	0,9752406	0,0855929	0,0799991	0,0106908	0,5794069	0,1952232	0,4803567	1,0278165	0,5381603	0,1161221	0,8362552	0,0049565	0,5775490	0,6971894	0,9463483	0,7309684	0,1967531	0,9580401	0,1625709	0,0786803	0,3703719	0,5755174	0,6724152	0,2035124	0,0239481	0,0260468	0,0664839	0,2619703	0,8645371	0,6184092	0,5376274	0,7661011	0,0079642	0,0905445	0,6562210	1,0803685	0,2007261	0,8465464	0,7467299	0,6267028	1,0063812	0,0209912	0,1785756	0,0622838	0,1535104	0,0145877	0,4952328	0,8970893	0,8345231	0,1734066	0,8474929	0,1486661	0,0295062	0,0950047
620	0,3904319	1,0569620	0,7094033	0,0456239	0,6232200	0,9050662	0,1949121	0,5353939	0,0798694	0,0582644	0,9128074	0,0916339	0,0896360	0,0084842	0,6742436	0,1507942	0,4363515	1,0857200	0,5522874	0,1276064	0,7169978	0,0083603	0,6679391	0,6773112	0,9644904	0,7312604	0,2055788	0,8218856	0,1710327	0,1131919	0,3256304	0,6251531	0,5756156	0,1784545	0,0369539	0,0236042	0,0481726	0,2755772	0,7749511	0,5930000	0,4837237	0,7620838	0,0069070	0,0828277	0,4970650	1,0310137	0,1752318	0,8198317	0,7754101	0,6615514	0,9639384	0,0179334	0,1031080	0,0395881	0,0880680	0,0174083	0,4336774	0,9893911	0,6728033	0,1563139	0,7088486	0,1393953	0,0228252	0,0930791
640	0,3761709	1,1014726	0,6701997	0,0456187	0,7520837	0,9272807	0,1336826	0,6584420	0,0638944	0,0556258	0,8824724	0,0702429	0,0799547	0,0091862	0,7244614	0,1418558	0,4604919	1,0849303	0,5692990	0,1062663	0,7173200	0,0112539	0,7174553	0,6479773	0,9507151	0,7036019	0,1850901	0,7190404	0,1512725	0,0855892	0,3287112	0,6078956	0,5031009	0,1732754	0,0321188	0,0233702	0,0644555	0,2554554	0,6346404	0,6428105	0,5114580	0,6656480	0,0065746	0,0760869	0,4098686	1,0063109	0,1524122	0,8208593	0,7488662	0,6511656	0,9253193	0,0097182	0,0790334	0,0518233	0,0490367	0,0171988	0,3126360	0,9996759	0,4618209	0,1429818	0,5757311	0,1388801	0,0199480	0,0822200
660	0,3804647	1,0597832	0,5931448	0,0355375	0,8114908	0,8936304	0,1215693	0,6383531	0,0413854	0,0488682	0,9366130	0,0547283	0,0781194	0,0116603	0,8345364	0,1593011	0,4651384	1,0664691	0,6272109	0,1097900	0,6329482	0,0175253	0,6721450	0,6433990	0,9888348	0,7034698	0,1690978	0,7689178	0,1379746	0,1010869	0,3443885	0,6215761	0,4103941	0,1537731	0,0209195	0,0230612	0,0785231	0,2211514	0,6310176	0,5676482	0,6119701	0,6063660	0,0015138	0,0621808	0,3335094	1,0057321	0,1285573	0,7661524	0,8215020	0,6748966	0,8022991	0,0096490	0,0518507	0,0497577	0,0395339	0,0123414	0,2315383	0,9450408	0,3594695	0,1373146	0,4710242	0,1518924	0,0145507	0,0653564
680	0,4342782	1,0848930	0,5572721	0,0321572	0,8487537	0,9364180	0,0876923	0,7542772	0,0359559	0,0567845	0,8716481	0,0504907	0,0835125	0,0101088	0,8712035	0,1311465	0,4958227	0,9467097	0,6235980	0,1091745	0,5977803	0,0125708	0,5857360	0,5831246	1,0328028	0,7657046	0,1655058	0,7871444	0,1302961	0,1093914	0,3411968	0,6610938	0,3429349	0,1338267	0,0228213	0,0144079	0,0765414	0,2142058	0,7042826	0,4388679	0,6429267	0,5178728	0,0019665	0,0578083	0,2495877	1,0373547	0,1876809	0,7327717	0,7519061	0,7327023	0,8073098	0,0138969	0,0506993	0,0515131	0,0338064	0,0133983	0,1513429	0,9083423	0,2440543	0,1129115	0,3659954	0,1343305	0,0246227	0,0640520
700	0,3776529	1,1138821	0,4680417	0,0573502	0,9297488	0,8803357	0,0727385	0,8033961	0,0258211	0,0650540	0,9468751	0,0465376	0,0858705	0,0133904	0,7814302	0,1151059	0,4509234	0,9480561	0,6059215	0,1260448	0,5140390	0,0124815	0,5401898	0,5349410	1,0316672	0,8498870	0,1572484	0,7756690	0,1155544	0,1014350	0,3115620	0,5864245	0,3061803	0,1249119	0,0226487	0,0118649	0,0613781	0,1830522	0,7819851	0,3454741	0,6415242	0,4171921	0,0002482	0,0495644	0,2008226	1,0520180	0,1578130	0,7291719	0,7866551	0,8047803	0,7680307	0,0243108	0,0424300	0,0294047	0,0138490	0,0095130	0,1063552	0,7634104	0,1584386	0,0971412	0,2750988	0,1539808	0,0251476	0,0685978
720	0,3473858	0,9763963	0,4117862	0,0621066	0,9552735	0,8892654	0,0550447	0,8288854	0,0230395	0,0466499	0,9650670	0,0423650	0,0880760	0,0085510	0,8012596	0,1563770	0,4107883	0,9386253	0,5465516	0,1351783	0,4982480	0,0092652	0,4454953	0,5461292	0,9893076	0,8385499	0,1197909	0,7980882	0,1103006	0,1474316	0,3297620	0,5180121	0,2308507	0,1218481	0,0299123	0,0111021	0,0636438	0,1711744	0,8250832	0,2506618	0,6710034	0,3382940	0,0018257	0,0382657	0,1502089	1,0529103	0,1541693	0,6667425	0,8551935	0,8074877	0,6405312	0,0213729	0,0400750	0,0214206	0,0201989	0,0061444	0,0863499	0,7529032	0,0999985	0,0817788	0,2067099	0,1165568	0,0327727	0,1022030
740	0,3491752	0,9653130	0,3896340	0,0548682	0,9580661	0,8338170	0,0438288	0,8932353	0,0142398	0,0599357	0,9392020	0,0463245	0,0848360	0,0074258	0,9175184	0,1056130	0,4305493	0,8933932	0,5148074	0,1236725	0,4778010	0,0148427	0,4000854	0,5309427	0,9857859	0,7147569	0,1226477	0,8079147	0,0973266	0,1508104	0,2919977	0,5352770	0,1746745	0,0911342	0,0145737	0,0129762	0,0511931	0,1533386	0,7266493	0,1785840	0,6941085	0,2929323	0,0008235	0,0317460	0,1338722	1,0840139	0,1352648	0,5726590	0,8513056	0,8792115	0,6056550	0,0287939	0,0351959	0,0107898	0,0201894	0,0091999	0,0697358	0,7424617	0,0655204	0,0513258	0,1785468	0,1221435	0,0415018	0,0766080
760	0,3515887	0,9767199	0,3787331	0,0632486	0,9395646	0,8794031	0,0361185	0,9743725	0,0121652	0,0728439	0,9886924	0,0360776	0,0626879	0,0085837	0,9454772	0,1229342	0,4747837	0,9546584	0,4929741	0,1287226	0,4252185	0,0066978	0,3041811	0,5218393	0,9739318	0,8165608	0,1189384	0,8506105	0,0931861	0,1604724	0,3031410	0,4856994	0,1550422	0,0612003	0,0187677	0,0100115	0,0516565	0,1471368	0,7615210	0,1196163	0,6796143	0,2583946	0,0009831	0,0285020	0,1399546	1,0186438	0,1103336	0,5087939	0,8454810	0,9061682	0,5058713	0,0360063	0,0453347	0,0171252	0,0253560	0,0093145	0,0636137	0,6256084	0,0593188	0,0642525	0,1194257	0,1146618	0,0339133	0,0723616
780	0,3308619	0,9424955	0,3908849	0,0736345	0,9170209	0,7636009	0,0293068	0,9602984	0,0081286	0,0734298	1,0237600	0,0390793	0,0609929	0,0045441	0,9061193	0,1172269	0,4551094	0,9637645	0,5796930	0,1421647	0,4324936	0,0110245	0,2387747	0,5149691	1,0037982	0,8514644	0,1425989	0,7976946	0,0814731	0,1147304	0,2867828	0,4922778	0,1353880	0,0498730	0,0176546	0,0033308	0,0407099	0,1446494	0,8676959	0,0847281	0,6325679	0,2505635	0,0008360	0,0224734	0,1274254	1,0033939	0,0879590	0,4507095	0,8261498	0,9104563	0,4315417	0,0372777	0,0306247	0,0193761	0,0270396	0,0094471	0,0621375	0,5149265	0,0433228	0,0671884	0,0853975	0,1026859	0,0482960	0,0647274
800	0,3115810	0,9189329	0,4101918	0,0810682	0,9952551	0,7835168	0,0232107	0,8981675	0,0136594	0,0617148	0,9694950	0,0414972	0,0681011	0,0054717	0,9091252	0,1259973	0,4167915	0,9816405	0,5662333	0,1131776	0,4449910	0,0085665	0,1689337	0,4791269	1,0421337	0,8800242	0,1291114	0,7877718	0,0825999	0,1185611	0,2767967	0,5409316	0,1118509	0,0321067	0,0088732	0,0066442	0,0262493	0,1295208	0,8336361	0,0641972	0,6484645	0,2324870	0,0020714	0,0240668	0,0775110	0,9453070	0,1249974	0,3970715	0,8072275	0,9670989	0,3331247	0,0279633	0,0255710	0,0201367	0,0299095	0,0141181	0,0512031	0,3946331	0,0392605	0,0470148	0,0846726	0,1034505	0,0454038	0,0454018
820	0,3287516	0,9825924	0,3558746	0,0641179	1,0286469	0,7917968	0,0186229	0,8675745	0,0039106	0,0667594	0,9382106	0,0381509	0,0643764	0,0028775	0,9972337	0,1311918	0,4420607	1,0547726	0,5874053	0,1009130	0,3975949	0,0104738	0,1308941	0,5173174	0,9420264	0,8564855	0,1440637	0,8287081	0,0873605	0,1233810	0,2536532	0,5139932	0,0991516	0,0216929	0,0161432	0,0034288	0,0334109	0,1095483	0,9245424	0,0635331	0,6593571	0,2226593	0,0010386	0,0266806	0,0552897	0,9167576	0,1160544	0,3264583	0,7827073	0,8931468	0,2532411	0,0289933	0,0158923	0,0113043	0,0258159	0,0115395	0,0469199	0,3754683	0,0272908	0,0473845	0,0825305	0,1080950	0,0307307	0,0523998
840	0,3319811	0,9895200	0,2966491	0,0569238	0,9441421	0,8189556	0,0234051	0,9327797	0,0011789	0,0516298	0,9301607	0,0398586	0,0678330	0,0005961	0,9880157	0,1501476	0,4606674	1,0852214	0,6162500	0,1369109	0,4225219	0,0195693	0,0868516	0,4880652	0,9751012	0,8561231	0,1335917	0,8273512	0,0824752	0,1061803	0,2359125	0,5049203	0,0826786	0,0219802	0,0182137	0,0043780	0,0563324	0,0859629	0,8516008	0,0567834	0,6402375	0,1615867	0,0015071	0,0225520	0,0603850	0,9050354	0,0809267	0,3006070	0,8332127	0,8954791	0,1915358	0,0416121	0,0120112	0,0097879	0,0345171	0,0111890	0,0396296	0,3257790	0,0154049	0,0372520	0,0853674	0,0972018	0,0372213	0,0496281
860	0,3248822	1,0293142	0,2552924	0,0429040	0,8767181	0,8082913	0,0370648	0,9657022	0,0030231	0,0459929	0,9624405	0,0260793	0,0782511	0,0028280	1,0472128	0,1565619	0,4775724	1,0483475	0,5939466	0,1182264	0,3896253	0,0108759	0,0695558	0,4511677	1,0328433	0,8953644	0,1415459	0,8105284	0,0868309	0,0996757	0,2218002	0,5258693	0,0841251	0,0219528	0,0091813	0,0052565	0,0566737	0,0954083	0,8642317	0,0432714	0,6824308	0,1366037	0,0046656	0,0374268	0,0685309	0,9094988	0,0845763	0,2830657	0,8940343	0,9391608	0,1797707	0,0390615	0,0029336	0,0085513	0,0384968	0,0149772	0,0384485	0,3196200	0,0182480	0,0308805	0,0813337	0,1226531	0,0369555	0,0612211
