TF	Gene	Rank
vri	Cdc23	26382
Chrac-16	CG12859	26383
Myb	Rack1	26384
Atf6	AGBE	26385
CG13624	CG3224	26386
CTCF	Srp19	26387
CG10654	PGRP-SD	26388
Mrtf	Ref1	26389
Atf3	CG33145	26390
Dif	fdl	26391
apt	Sec15	26392
Atf3	EloA	26393
CG13624	CG18135	26394
wdn	Br140	26395
NfI	ade5	26396
NfI	Kmn2	26397
jing	CG34159	26398
E(spl)m3-HLH	dap	26399
Med	CycK	26400
CG4404	CG17260	26401
CG8301	CG7949	26402
Med	Tcp-1eta	26403
drm	sqh	26404
mamo	CG5958	26405
emc	Pdp1	26406
Ets98B	Rbp2	26407
ct	CG31098	26408
sd	Jafrac1	26409
CG15514	Sap130	26410
schlank	CG12868	26411
dsx	CG2100	26412
crol	CG4622	26413
Snoo	CG14883	26414
cbt	Cyp18a1	26415
CG7556	CG14231	26416
CG7987	CG3542	26417
Med	RpL37a	26418
CG17359	CG9300	26419
CG8388	Rpt1	26420
CG12942	CG10803	26421
CG13624	TotC	26422
CG6175	bgm	26423
peb	CG12560	26424
Atf3	CG9084	26425
mxc	CG4119	26426
Atf6	wac	26427
ct	CG9248	26428
Atf6	CG30345	26429
svp	CG5550	26430
Dif	CG42495	26431
Atf6	CG6308	26432
Su(var)2-10	H	26433
Thd1	Hr39	26434
Trl	CG7337	26435
dsx	CG9458	26436
CG12659	RpS15Aa	26437
CG3847	Nop60B	26438
CG7357	CG13364	26439
drm	Trpml	26440
tj	Csat	26441
mid	GCC88	26442
CG34376	RhoGAP1A	26443
Dif	CG11802	26444
CG11902	CG14650	26445
ct	chico	26446
mid	CG4594	26447
cwo	Golgin84	26448
shn	Rbp1	26449
Myb	Grip71	26450
CG32264	Rbcn-3A	26451
Med	CG14210	26452
Hr39	rut	26453
su(Hw)	CG9673	26454
Mitf	RhoGAP54D	26455
bbx	Atg17	26456
chn	Pex12	26457
apt	CG10426	26458
CG32264	Sulf1	26459
ct	Mes4	26460
dl	Pka-R2	26461
bbx	sds22	26462
CG7987	CG6073	26463
Ets98B	alpha-Spec	26464
mamo	SmD3	26465
vri	rush	26466
fkh	CG15784	26467
l(3)neo38	scramb2	26468
Chrac-16	CG3621	26469
bab2	GM130	26470
tsh	CG3760	26471
CG6175	CG6409	26472
NfI	levy	26473
CG6175	CG5037	26474
NfI	Rtf1	26475
sd	betaCOP	26476
cbt	per	26477
Rabex-5	adp	26478
bowl	CG32221	26479
BEAF-32	CG9752	26480
Ssrp	feo	26481
gem	scat	26482
chn	Spp	26483
CG32772	CDC45L	26484
Myb	CG10343	26485
Hr96	VhaAC45	26486
apt	mdy	26487
emc	CG6153	26488
bowl	CG8257	26489
crol	CG5045	26490
svp	CG17019	26491
MTF-1	lilli	26492
bbx	coil	26493
CG8089	CG10068	26494
CG8301	CG9911	26495
bowl	CG10747	26496
ct	CG9515	26497
mamo	CG12736	26498
mirr	Brd8	26499
BEAF-32	Dim1	26500
E(spl)mbeta-HLH	TSG101	26501
rgr	krz	26502
CG7987	CG7747	26503
vfl	CG8243	26504
klu	CG3726	26505
tj	CG9029	26506
pnt	His4r	26507
CG32264	cert	26508
sd	AstC	26509
E(spl)mbeta-HLH	CG34149	26510
CG9932	CG7142	26511
pho	MAN1	26512
mamo	CG3625	26513
svp	CG13492	26514
Hnf4	yps	26515
jim	Cap-D2	26516
mxc	puf	26517
Myb	Adam	26518
vfl	CG5767	26519
CG8159	eIF2B-beta	26520
Hr78	mus81	26521
E(spl)mbeta-HLH	mthl15	26522
shn	Sap-r	26523
klu	CG12948	26524
Snoo	CG10274	26525
ct	Esyt2	26526
BEAF-32	CG10973	26527
shn	l(2)05714	26528
jim	su(Hw)	26529
BEAF-32	CG17266	26530
BEAF-32	wech	26531
CG5953	MEP-1	26532
klu	CAH1	26533
Ptx1	CG11035	26534
jim	CG5554	26535
peb	qkr58E-3	26536
Med	Zif	26537
Myb	CG5986	26538
Atf3	CG18748	26539
mid	Peb	26540
fkh	tra	26541
toy	CG15317	26542
Mef2	A2bp1	26543
ush	CG4610	26544
Atf6	cdc14	26545
crol	CG9119	26546
CG10654	CG7006	26547
dsx	Gel	26548
Trl	CG6287	26549
NFAT	lack	26550
svp	RIOK2	26551
wdn	CG8027	26552
su(Hw)	CG1208	26553
emc	Dot	26554
jing	eff	26555
BEAF-32	Ilk	26556
CG3847	bys	26557
dsx	Lectin-galC1	26558
wdn	Ote	26559
CHES-1-like	CG10077	26560
NfI	Cyp12d1-d	26561
CHES-1-like	dgt1	26562
bowl	CG18135	26563
mamo	Sec15	26564
CG4820	CG3621	26565
chn	CG5787	26566
onecut	Hrb87F	26567
Atf6	pie	26568
mxc	Not3	26569
Camta	Nrt	26570
CG2129	CG12883	26571
Atf3	CG12093	26572
hb	gpp	26573
Atf3	CG4497	26574
Hr39	PIG-U	26575
CG7987	CG3608	26576
Atf3	tara	26577
bun	Atg7	26578
jim	hoe2	26579
E(spl)m3-HLH	slim	26580
BEAF-32	CG6746	26581
crol	CG15141	26582
E(spl)m3-HLH	CG1124	26583
CG32772	CG7881	26584
kay	p38c	26585
rgr	CG1578	26586
Trl	CG6225	26587
CG13624	CG18327	26588
CG17359	wcd	26589
tj	CG4945	26590
Atf3	Tim17b	26591
sug	CG1213	26592
Ptx1	CG1951	26593
TFAM	Aats-lys	26594
CG13624	Cp18	26595
Myb	CG9948	26596
CTCF	tko	26597
Mitf	CG9186	26598
bun	Sxl	26599
CG4404	CG33111	26600
l(3)neo38	CG13887	26601
Hnf4	ECSIT	26602
Chrac-16	CG30415	26603
CG8301	Npc1a	26604
Myb	Snx16	26605
NfI	Tes	26606
BEAF-32	CG1890	26607
drm	CG9451	26608
CG12942	l(1)G0020	26609
ush	CG5498	26610
Mitf	CG12012	26611
Myb	CG3165	26612
mod(mdg4)	mim	26613
Hr78	CG10237	26614
CG32264	CG14647	26615
emc	CG11382	26616
CG34376	spict	26617
apt	CG4452	26618
emc	tok	26619
CG32772	CG15440	26620
CG3726	bdg	26621
E(spl)m3-HLH	RpS21	26622
mamo	gatA	26623
Lin29	Clk	26624
CTCF	Aos1	26625
BEAF-32	RnrS	26626
E(spl)m3-HLH	mwh	26627
mamo	pea	26628
E(spl)m3-HLH	Plip	26629
vfl	CG15514	26630
Hnf4	CG9451	26631
apt	CG32428	26632
tj	CG30440	26633
bbx	HPS4	26634
so	spartin	26635
pho	Lis-1	26636
mxc	raptor	26637
Ets98B	CG3829	26638
vfl	RpS28b	26639
fkh	CG33970	26640
Trl	Hel25E	26641
NfI	Ras64B	26642
jim	CG3077	26643
NfI	CG6020	26644
mxc	Caf1-180	26645
Rabex-5	ref(2)P	26646
emc	pug	26647
peb	CG13012	26648
apt	pUf68	26649
Med	CG32625	26650
rgr	slmo	26651
Dif	CG8785	26652
MTF-1	Rpt5	26653
TFAM	CG9331	26654
E(spl)m3-HLH	CG12253	26655
Dif	Listericin	26656
svp	CG15422	26657
Thd1	mRpL2	26658
dm	l(2)dtl	26659
CG17359	CG9215	26660
mld	GCC185	26661
Mitf	CG11504	26662
Med	TfIIA-L	26663
mid	tsr	26664
BEAF-32	CG4497	26665
pnt	CG13585	26666
ush	RhoGAP5A	26667
tj	CG8159	26668
CG12659	RpLP2	26669
CG8301	fng	26670
CG12942	Elp3	26671
E(spl)m3-HLH	Vha16-1	26672
ken	Cep135	26673
dl	CG2258	26674
mamo	Syx4	26675
CG3726	snRNP-U1-C	26676
CG11970	Aats-ile	26677
vfl	CG1750	26678
CG8301	GABPI	26679
CG4404	Cks30A	26680
E(spl)m3-HLH	fu2	26681
Snoo	CG10433	26682
E(spl)mbeta-HLH	LanB1	26683
BEAF-32	Tsp42El	26684
NfI	CG9989	26685
CG15514	Updo	26686
CG12659	MED23	26687
jim	Eogt	26688
mamo	CG12096	26689
CHES-1-like	Piezo	26690
ct	TppII	26691
onecut	CG10425	26692
CG4820	CG8108	26693
svp	CG5776	26694
E(spl)mbeta-HLH	CG3618	26695
CG32772	CG8145	26696
Hnf4	Corp	26697
svp	CG15210	26698
bun	CG13315	26699
CG32772	Fit1	26700
Ptx1	CG30467	26701
ct	CG6340	26702
bowl	CG12795	26703
Mitf	CG42492	26704
Dsp1	aPKC	26705
Myb	CG8320	26706
Chrac-16	ox	26707
Ets98B	CG9717	26708
BEAF-32	CG18549	26709
CG7987	Cks30A	26710
Lin29	CG6617	26711
Chrac-16	CG10320	26712
Trl	Snoo	26713
Cenp-C	gkt	26714
bun	CG3995	26715
CG11247	Met75Ca	26716
Myb	norpA	26717
CG11902	CG10979	26718
chn	CG8468	26719
CG9932	CG32066	26720
Camta	cln3	26721
drm	GlyS	26722
drm	Mur29B	26723
E(spl)mbeta-HLH	Egfr	26724
Snoo	raw	26725
CG1620	Prosbeta2	26726
Trl	CG5059	26727
Chrac-16	CG14407	26728
ci	CG16812	26729
shn	CG7084	26730
ftz-f1	CG16758	26731
bowl	CG6353	26732
tj	CG33635	26733
BEAF-32	GXIVsPLA2	26734
TFAM	cu	26735
Ptx1	trbl	26736
sd	pHCl	26737
grh	Cerk	26738
CHES-1-like	Lsm10	26739
jing	Snm1	26740
BEAF-32	CG2051	26741
dsx	CG33116	26742
Hr78	beag	26743
CG6175	Mpcp	26744
hb	MTA1-like	26745
CG34376	KdelR	26746
CG12942	pcs	26747
Rabex-5	Mmp1	26748
Atf6	sick	26749
mid	Dlc90F	26750
bun	vib	26751
jim	Psn	26752
CG15514	CG1091	26753
Dif	Fie	26754
CG12942	CG11180	26755
E(var)3-9	Bre1	26756
BEAF-32	CG11190	26757
tsh	Elba2	26758
Dif	CG15247	26759
CG10979	TM9SF4	26760
jim	ade3	26761
CG13624	CG7322	26762
CG11902	CG32176	26763
CG4404	CG4553	26764
CG3726	CG7277	26765
Aef1	Pitslre	26766
CG3847	mod	26767
Hnf4	CG10660	26768
bowl	Ugt86Da	26769
CG17359	pen	26770
vvl	tmod	26771
CkIIalpha-i1	CG1636	26772
Med	Nop56	26773
bab2	CG5384	26774
CG9932	hdly	26775
vri	MBD-like	26776
fkh	Asciz	26777
E(var)3-9	CG4119	26778
rgr	Myo61F	26779
mamo	SCAR	26780
bab2	fray	26781
CG11970	rin	26782
Myb	CG17680	26783
Med	east	26784
bab2	CG2021	26785
CG12659	RpLP1	26786
Trl	aop	26787
tai	lilli	26788
E(spl)m3-HLH	corto	26789
CG6175	CG7718	26790
crol	Uch	26791
CG5953	CG13313	26792
peb	PsGEF	26793
cyc	CG40006	26794
CG5953	CG18542	26795
CG3726	CG10165	26796
vri	pelo	26797
CG34376	MESR3	26798
E(spl)mbeta-HLH	CG15418	26799
Ets98B	CtBP	26800
Lin29	Fancl	26801
NfI	Inx3	26802
CG9932	Alas	26803
Hnf4	abs	26804
mxc	Cp190	26805
toy	CG5285	26806
emc	Exo70	26807
E2f2	CG1239	26808
MTF-1	px	26809
Ptx1	Abi	26810
mamo	Capa	26811
jing	CG9123	26812
CG7987	cbx	26813
CG11902	ric8a	26814
Atf3	CG10420	26815
CG8301	CG14502	26816
jigr1	dah	26817
BEAF-32	hoip	26818
fkh	Sec61gamma	26819
Mitf	dob	26820
dsx	CG10341	26821
NK7.1	nrv2	26822
Hr78	EndoA	26823
BEAF-32	CG11563	26824
bab2	CG5059	26825
Myb	CG10802	26826
CG15514	RpL35A	26827
ct	dob	26828
NfI	CG4538	26829
Atf3	Dnz1	26830
CG6175	CG8243	26831
ush	rogdi	26832
jim	Vha100-1	26833
CG6175	CG14984	26834
apt	Trs23	26835
mxc	Hmt4-20	26836
CG9932	CG12177	26837
cbt	Npc1a	26838
GATAe	spn-A	26839
mamo	Ugt36Bc	26840
ct	CG7239	26841
Mrtf	Atf6	26842
BEAF-32	CG6179	26843
CG6175	CG8602	26844
bun	Rabex-5	26845
Atf3	CG8774	26846
Dif	Pde6	26847
mamo	CG12173	26848
Myb	CG14964	26849
BEAF-32	Arfrp1	26850
CG34376	Ppt1	26851
E(spl)m3-HLH	CG9344	26852
Trl	Inx3	26853
dsx	Csat	26854
CHES-1-like	Jon65Aiv	26855
Atf6	Arp1	26856
Med	mop	26857
E(spl)mbeta-HLH	CG5335	26858
CG6175	CG6463	26859
crol	Uev1A	26860
pnt	Dh44-R2	26861
vfl	CG11601	26862
disco-r	CG5567	26863
CG34376	Blos2	26864
ush	stwl	26865
Myb	CG15387	26866
Hr78	CG8420	26867
disco-r	Sec61alpha	26868
disco-r	Traf6	26869
cyc	CG1218	26870
drm	CG12116	26871
CG7987	CG32698	26872
TFAM	CG12301	26873
E(spl)mbeta-HLH	Dbp45A	26874
svp	nkd	26875
mamo	CG8319	26876
mamo	CG32495	26877
Snoo	TfIIA-S	26878
jim	CG15210	26879
CG14441	Nrg	26880
bab2	Grip91	26881
fkh	TAF1C-like	26882
Hr78	DNApol-delta	26883
CG3847	Nnp-1	26884
tna	CG6650	26885
svp	twe	26886
Trl	Nnf1a	26887
klu	CG9801	26888
MTF-1	Gasz	26889
GATAe	Fbw5	26890
fkh	exu	26891
BEAF-32	CG10959	26892
bowl	RhoU	26893
Atf6	ITP	26894
hb	CG44838	26895
ct	pxb	26896
vfl	RpII18	26897
Su(var)2-10	l(2)dtl	26898
Ptx1	nonA-l	26899
wdn	pcm	26900
Myb	chic	26901
CG5953	CG31104	26902
CHES-1-like	CG32669	26903
dsx	CG30154	26904
CHES-1-like	Rab21	26905
pho	msi	26906
ken	IP3K1	26907
Atf3	CG11906	26908
apt	GalNAc-T2	26909
Myb	Ykt6	26910
onecut	CG33203	26911
Myb	MED25	26912
sd	Vps33B	26913
Med	Sec16	26914
Myb	mts	26915
jing	Vha100-1	26916
NfI	CG10561	26917
tna	Syn	26918
jing	CG34198	26919
Hr39	CG17352	26920
cad	CG31343	26921
pho	Dcp2	26922
Hnf4	Rac2	26923
BEAF-32	beta3GalTII	26924
Ptx1	Pex2	26925
tna	CG12379	26926
rgr	Chrac-16	26927
E(spl)mbeta-HLH	Adk2	26928
Smox	CG8974	26929
phol	RpS5a	26930
Myb	usp	26931
hb	CG14478	26932
CG4404	Rpn6	26933
Dsp1	klu	26934
CG4404	Surf1	26935
jing	CG10098	26936
Myb	CG12304	26937
shn	Vinc	26938
ct	Sik2	26939
vri	CG33181	26940
CG12659	CG3566	26941
CG8944	alt	26942
ct	CG9682	26943
Camta	CG2316	26944
Hr39	Mal-A3	26945
CG9932	CG5955	26946
hb	AGO1	26947
svp	Sld5	26948
CG6276	NUCB1	26949
NfI	CG5903	26950
so	CG30467	26951
mxc	mute	26952
Lin29	CG8239	26953
Snoo	Gbeta5	26954
jing	IntS4	26955
bab2	Odc1	26956
BEAF-32	CG5068	26957
jim	Oatp58Db	26958
trem	CG31457	26959
mamo	CG2608	26960
ush	CG1910	26961
E(spl)mbeta-HLH	Ref1	26962
Trl	CG5835	26963
TFAM	Edem2	26964
hb	CG34401	26965
Myb	Smg5	26966
NK7.1	grh	26967
CG17359	mRpL19	26968
Mitf	CG11526	26969
Atf6	CG7289	26970
sug	Jheh3	26971
Zif	CG1951	26972
drm	pgant3	26973
CG13624	CG6295	26974
mid	CG7841	26975
Trl	Sap-r	26976
E(spl)mbeta-HLH	Mipp1	26977
CG8159	CG30033	26978
vri	opm	26979
mamo	CG14100	26980
BEAF-32	Bap170	26981
Dsp1	Atg6	26982
klu	CG14131	26983
Adf1	Cyp1	26984
dsx	CG7220	26985
CG34376	CG32638	26986
BEAF-32	dome	26987
Chrac-16	CoVa	26988
ZnT49B	mRpL50	26989
jing	alphaSnap	26990
tna	CG9170	26991
shn	Trc8	26992
CG9932	cu	26993
Trl	Atg18b	26994
CG3726	Ehbp1	26995
phol	ligatin	26996
Elba2	Caf1-180	26997
vri	CG11247	26998
CG6175	CG18012	26999
onecut	CG1607	27000
CG12942	CG1236	27001
E(spl)mbeta-HLH	CG32795	27002
rgr	Chc	27003
CG10654	sub	27004
CG8301	CG17141	27005
tsh	Smu1	27006
drm	CG6218	27007
so	CG2046	27008
NfI	JhI-1	27009
cyc	rst	27010
mamo	aft	27011
CG4820	CG5703	27012
E(spl)m3-HLH	GS	27013
cbt	RagC-D	27014
Lin29	CG31915	27015
hb	east	27016
su(Hw)	Pde8	27017
BEAF-32	mRpS21	27018
ush	CG15523	27019
Myb	CG32278	27020
CG10654	CG8613	27021
CG6175	CG6805	27022
CG6813	CG18764	27023
Ets98B	CG5196	27024
Trl	hd	27025
svp	CG5188	27026
CG3407	Cdc6	27027
dwg	CG3817	27028
CG9932	RhoGAP16F	27029
ush	Sclp	27030
klu	CG5787	27031
mamo	pim	27032
ct	CG1461	27033
BEAF-32	Rop	27034
CG7372	D1	27035
Ptx1	GstT1	27036
svp	CG8549	27037
Trl	Dmtn	27038
CG11970	Rtc1	27039
mxc	Ote	27040
Ets98B	rap	27041
Dsp1	CG10321	27042
Atf3	CG18528	27043
TFAM	Nup154	27044
dm	CycB3	27045
peb	spri	27046
CG6175	CG12107	27047
CG32264	fry	27048
jing	CG9331	27049
Myb	l(2)k14505	27050
emc	CG16704	27051
Adf1	Lmpt	27052
BEAF-32	RpL28	27053
Med	CG6197	27054
jing	CG11190	27055
E(spl)m3-HLH	pita	27056
mxc	rno	27057
Myb	RpL22	27058
Thd1	CG3262	27059
Camta	CG13313	27060
vri	Cdc5	27061
CG6175	Tsp42Ed	27062
E(var)3-9	Caf1-105	27063
CG10462	CG31156	27064
Atf6	CG16903	27065
Mrtf	CG31694	27066
BEAF-32	CG13484	27067
ct	Tequila	27068
CG32772	CSN7	27069
E(spl)m3-HLH	Mcm2	27070
cyc	CG8089	27071
ct	for	27072
Snoo	Uch-L5	27073
BEAF-32	l(1)G0156	27074
Met	Lac	27075
BEAF-32	Zpr1	27076
CG12942	Rrp42	27077
Snoo	l(2)37Ce	27078
Mef2	RasGAP1	27079
Trl	CG5381	27080
Camta	CG11710	27081
CG6175	eIF5	27082
mirr	Pez	27083
Atf3	Gen	27084
mamo	Oscp	27085
toy	CG5326	27086
CG4820	CoVa	27087
CG3726	Mp	27088
vfl	CG42336	27089
CG17829	RpS10b	27090
Snoo	CG13947	27091
CG8301	Orc4	27092
Trl	sm	27093
CG4282	CG7546	27094
peb	CG7433	27095
svp	CG5938	27096
Mef2	flfl	27097
pho	CG12547	27098
Ptx1	CG7298	27099
Ptx1	CG3700	27100
NK7.1	CG3829	27101
E(spl)mbeta-HLH	CG1218	27102
bab2	stl	27103
Med	RpL24-like	27104
CG32772	CG13309	27105
BEAF-32	CycD	27106
Dsp1	CG11596	27107
svp	Sec10	27108
Ets98B	Takl1	27109
NfI	CG34291	27110
vri	CG17224	27111
cbt	mino	27112
E(spl)mbeta-HLH	mRpL54	27113
jing	Syx5	27114
chif	wnd	27115
CG17359	NHP2	27116
CG5953	scyl	27117
Med	CG4049	27118
apt	Eip74EF	27119
mid	CG30456	27120
cyc	CG12355	27121
Med	CG14544	27122
Su(var)2-10	Brca2	27123
pho	Ubc-E2H	27124
wdn	Cdc6	27125
BEAF-32	CG7971	27126
CG8301	Tes	27127
CG6175	ATPsyn-gamma	27128
CG6654	pasha	27129
Mitf	ben	27130
Thd1	Aplip1	27131
CG10209	CG8060	27132
disco-r	CG12581	27133
CG13624	dos	27134
drm	CG15432	27135
Atf3	Sdic2	27136
CG8301	Prosbeta2	27137
Hnf4	lqf	27138
CG4404	CG13766	27139
cbt	CG1246	27140
Myb	RpS9	27141
Lin29	Jheh1	27142
mid	CG33331	27143
CTCF	CG11208	27144
CHES-1-like	CG13624	27145
CG4404	brn	27146
rgr	CG3523	27147
BEAF-32	E2f2	27148
tna	CG13902	27149
CG2889	CG4585	27150
grh	CG43759	27151
mamo	CG3192	27152
jim	Cul1	27153
jim	spn-F	27154
NfI	arg	27155
mid	CG10089	27156
peb	CG7992	27157
Myb	wdb	27158
peb	mTTF	27159
so	Glut1	27160
jim	CG10479	27161
CG7987	CG31710	27162
CG3726	MED17	27163
BEAF-32	Sgt	27164
Dif	scat	27165
svp	htt	27166
Hnf4	CG43693	27167
CG7987	CG32708	27168
Mitf	ihog	27169
CG3726	pnt	27170
Mrtf	CG7185	27171
NfI	EndoB	27172
drm	CG8997	27173
E(var)3-9	CG3744	27174
peb	Bub3	27175
jing	CG17598	27176
Rabex-5	mRpS23	27177
Trl	CG14965	27178
dl	CG11138	27179
Lin29	CG7705	27180
rgr	pinta	27181
tj	Snap29	27182
CG3726	CG32066	27183
BEAF-32	CG31855	27184
mxc	CG2025	27185
crol	CG34408	27186
CG11970	Mys45A	27187
cyc	CG42259	27188
l(3)neo38	arm	27189
osa	Chmp1	27190
CG17359	Nup107	27191
CG17359	Nnp-1	27192
vri	und	27193
CG17385	CG10628	27194
CG6175	l(3)03670	27195
svp	CG17931	27196
Med	Dsp1	27197
CG9932	CG33052	27198
hb	Su(Tpl)	27199
CG11902	SMC1	27200
Atf3	Shal	27201
dsx	pyd	27202
CG8301	Nelf-E	27203
Hnf4	ben	27204
Myb	Brca2	27205
dsx	Axs	27206
TFAM	dco	27207
Med	h	27208
svp	Vps45	27209
Dsp1	Tl	27210
Mef2	kek5	27211
Ptx1	CG12213	27212
Snoo	Mlh1	27213
CHES-1-like	CG12910	27214
Lin29	CG5510	27215
vfl	CG8774	27216
HmgZ	aru	27217
mamo	CG15440	27218
svp	Met	27219
CG13624	CG17065	27220
bowl	CG14057	27221
Hnf4	Cdk5	27222
toy	CG42268	27223
l(3)neo38	CG1316	27224
mxc	phol	27225
E(spl)mbeta-HLH	CG8116	27226
BEAF-32	CstF-50	27227
mxc	gw	27228
tsh	trn	27229
emc	Nep4	27230
CG3726	ZnT77C	27231
vfl	MED14	27232
Atf6	CG3894	27233
Cenp-C	GCC185	27234
CG11970	l(2)k09022	27235
CG7987	CG5872	27236
bab2	CG3160	27237
bowl	CG2091	27238
CG12942	CG7911	27239
ush	CG31688	27240
CG17359	CG11107	27241
bowl	Hr78	27242
drm	CG10359	27243
Dif	Gal	27244
TFAM	Atox1	27245
chif	CG9776	27246
Chrac-16	Sod2	27247
BEAF-32	CG5846	27248
crol	CG1407	27249
emc	Cyp4d20	27250
CG10209	CG34149	27251
Camta	CG5532	27252
ush	CG10949	27253
crol	CG7154	27254
Chrac-16	NDUFA8	27255
Hr39	CG3088	27256
Adf1	CG5844	27257
ct	CG7275	27258
Med	CG11412	27259
TFAM	CG11123	27260
Dsp1	pit	27261
MTF-1	CG3309	27262
E(spl)mbeta-HLH	Rrp46	27263
NfI	SP2637	27264
CHES-1-like	Dak1	27265
pnt	CG34422	27266
Dif	lute	27267
bowl	CG5934	27268
vri	CG8963	27269
CG6175	CG7712	27270
dsx	numb	27271
tj	CG2082	27272
CG3726	Mctp	27273
NfI	sPLA2	27274
bbx	lawc	27275
shn	CG33303	27276
CG10654	CG42514	27277
pnt	Aven	27278
ci	Sgt	27279
disco-r	CG8560	27280
rgr	CG2906	27281
crol	Slbp	27282
cyc	CG4617	27283
Dif	Cyt-b5	27284
Camta	CG6707	27285
TFAM	CG11596	27286
toy	slim	27287
BEAF-32	Arp5	27288
ush	Med	27289
ken	NfI	27290
peb	CG5543	27291
ct	CG8079	27292
mxc	Etl1	27293
ush	CG42335	27294
CG4820	CG9172	27295
bowl	Arpc3A	27296
CG17359	CG10565	27297
l(3)neo38	Cyp4d8	27298
CG6175	lbk	27299
cad	CG8773	27300
Gug	CG7706	27301
CG31224	Pex23	27302
onecut	tutl	27303
CG6175	Ncc69	27304
jing	TAF1C-like	27305
Mes4	140up	27306
hb	jing	27307
Myb	CG32452	27308
Ptx1	Aats-leu	27309
CG6175	CG9331	27310
Lin29	CG16758	27311
CG13624	pgant3	27312
wdn	Hlc	27313
cbt	Irk1	27314
HmgZ	CG16974	27315
CG34376	Hop	27316
Myb	CG8525	27317
Atf3	CG5463	27318
CG12942	CG11980	27319
Snoo	CG1311	27320
Snoo	tmod	27321
ci	CG3662	27322
jim	CG1647	27323
ct	CG13663	27324
dsx	CG4945	27325
E(spl)m3-HLH	CycC	27326
CG4404	Mdr49	27327
fkh	ergic53	27328
BEAF-32	Updo	27329
mid	CG3662	27330
rgr	HmgZ	27331
CG10979	Rpn5	27332
Dif	svp	27333
ash1	pix	27334
bun	Mms19	27335
tsh	zfh1	27336
disco-r	Mec2	27337
CG34376	Ns4	27338
mxc	Afti	27339
Myb	Aats-tyr-m	27340
E(spl)mbeta-HLH	CG5934	27341
E2f2	Mcm5	27342
Snoo	Gfat2	27343
CG34376	CG18858	27344
cbt	CG4562	27345
mamo	Hop	27346
chn	Arpc5	27347
bab2	isopeptidase-T-3	27348
GATAe	CG32202	27349
hb	pr-set7	27350
ct	defl	27351
mamo	qm	27352
CG32264	CG13917	27353
CG31365	Tango10	27354
Rabex-5	CG6664	27355
CG10366	CG3815	27356
emc	net	27357
rgr	CG6424	27358
vri	Buffy	27359
BEAF-32	CG18789	27360
BEAF-32	CG32022	27361
pnt	Fibp	27362
Adf1	Cpr97Eb	27363
bab2	Zip48C	27364
bowl	CG12404	27365
CG3726	Mkk4	27366
CkIIalpha-i1	mRpL54	27367
E(spl)m3-HLH	CG18542	27368
Mitf	CG42540	27369
Mitf	CG10186	27370
Med	pad	27371
Mitf	RhoGAP93B	27372
Ets98B	ppa	27373
klu	CG32485	27374
crol	prominin-like	27375
Lin29	Rlb1	27376
E(spl)mbeta-HLH	mRpL10	27377
BEAF-32	ATPsyn-gamma	27378
BEAF-32	CG9922	27379
CG13624	Arfip	27380
CG4282	CG11902	27381
Myb	Tsp29Fb	27382
MBD-R2	CG11964	27383
BEAF-32	CG11975	27384
CG3847	Ahcy13	27385
mxc	CG31224	27386
Trl	CG17807	27387
CG10431	CG1640	27388
dwg	nclb	27389
CG8301	CenG1A	27390
CG32772	CG9132	27391
mid	miple2	27392
cbt	ifc	27393
hb	spoon	27394
MTF-1	CG6000	27395
CG8301	Vps20	27396
Met	Trc8	27397
CG9932	Spindly	27398
CG7987	CG10479	27399
Thd1	CG4593	27400
Trl	NFAT	27401
E(spl)m3-HLH	Tbp	27402
Sox14	CG3156	27403
Dsp1	ena	27404
Hr39	exd	27405
toy	SelR	27406
mamo	CG9172	27407
vfl	alpha-Man-II	27408
CG9932	KLHL18	27409
disco-r	vri	27410
ct	CG7289	27411
CG11970	Cap-H2	27412
rgr	CG4365	27413
Mitf	CG6406	27414
bun	CG15439	27415
GATAe	CG33774	27416
GATAe	fz	27417
bun	kcc	27418
Dif	CG34112	27419
jim	CG32243	27420
cbt	CG10660	27421
mid	CG8773	27422
Trl	CG4199	27423
BEAF-32	CG18190	27424
Atf3	CdGAPr	27425
Trl	mip40	27426
Med	B52	27427
CG13624	Amun	27428
Ets98B	Mur29B	27429
Ets98B	aPKC	27430
CG5953	mael	27431
hb	Bub1	27432
CG2875	Nmd3	27433
Thd1	rogdi	27434
CG5953	CG8195	27435
CG14441	A2bp1	27436
tna	CG10062	27437
emc	CG33108	27438
mamo	CG4887	27439
dsx	Incenp	27440
disco-r	CG30031	27441
Adf1	CG34120	27442
mod(mdg4)	Abl	27443
svp	hk	27444
CG3726	CG42335	27445
mamo	RpL10	27446
ct	CG4617	27447
CG6175	CG10365	27448
svp	gbb	27449
su(Hw)	Rcc1	27450
mamo	Rpp30	27451
ct	dik	27452
CTCF	Cdc37	27453
Med	Lam	27454
Trl	dUTPase	27455
CG7987	Cyp18a1	27456
Cenp-C	Rbf2	27457
svp	CG34291	27458
crol	Srp9	27459
CG11902	CG13344	27460
CG5953	mago	27461
Atf6	elgi	27462
onecut	CG6841	27463
dsx	Tes	27464
vfl	CG8878	27465
Ptx1	Nsf2	27466
Xbp1	RpS12	27467
sd	Tor	27468
bowl	CG13090	27469
tna	qvr	27470
disco-r	CG4627	27471
jing	CG9723	27472
Myb	CG8243	27473
phol	Zpr1	27474
su(Hw)	CG2269	27475
